City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Srednekolymsk,85,RU,1571631541,93,67.46,153.71,15.8,3.67
Iqaluit,90,CA,1571631924,86,63.75,-68.52,30.2,18.34
Dudhani,100,IN,1571631925,90,17.36,76.37,73.43,14.18
Igaci,0,BR,1571631925,87,-9.54,-36.64,70.77,7.87
Southbridge,90,US,1571631925,87,42.08,-72.03,52.0,5.82
Pucallpa,20,PE,1571631926,88,-8.38,-74.54,77.0,3.36
Luoyang,51,CN,1571631926,44,34.66,112.42,63.96,4.88
Jawhar,100,IN,1571631926,85,19.91,73.23,73.65,5.57
Vrangel,0,RU,1571631581,36,42.73,133.08,63.75,5.12
Amahai,34,ID,1571631464,74,-3.31,129.0,80.47,10.0
Vanimo,29,PG,1571631927,69,-2.67,141.3,83.58,11.48
Upington,0,ZA,1571631927,47,-28.46,21.24,57.2,4.7
Pedasi,100,PA,1571631928,93,7.53,-80.03,73.23,4.68
Burgeo,21,CA,1571631928,76,47.61,-57.61,47.1,22.44
Batemans Bay,0,AU,1571631466,70,-35.71,150.18,73.99,5.99
Zhanaozen,0,KZ,1571631494,53,43.35,52.85,51.96,13.85
Maldonado,75,UY,1571631929,87,-34.91,-54.96,55.4,6.93
Iskilip,0,TR,1571631929,89,40.73,34.47,47.53,1.19
Talnakh,75,RU,1571631929,92,69.49,88.39,19.4,15.66
Kirovskiy,0,RU,1571631930,45,45.09,133.51,54.03,11.56
Marsa Matruh,40,EG,1571631506,88,31.35,27.25,75.2,5.82
Carbonia,20,IT,1571631930,88,39.17,8.53,73.4,13.87
Moyale,100,ET,1571631931,78,3.52,39.05,70.61,4.29
Marsh Harbour,60,BS,1571631931,86,26.54,-77.06,81.66,9.06
Palmer,0,AU,1571631931,40,-34.85,139.16,77.0,10.29
Half Moon Bay,1,US,1571631932,77,37.46,-122.43,61.0,9.17
Laguna,0,BZ,1571631932,94,16.17,-88.94,78.8,3.15
Axim,100,GH,1571631932,88,4.87,-2.24,77.32,7.9
Japura,78,ID,1571631933,68,-0.42,102.29,84.86,5.26
Kharan,0,PK,1571631933,16,28.58,65.42,73.95,3.53
Tuatapere,100,NZ,1571631933,76,-46.13,167.69,48.0,14.0
Kaseda,75,JP,1571631934,94,31.42,130.32,69.8,9.17
Ouesso,100,CG,1571631934,94,1.61,16.05,70.12,2.66
Aquiraz,75,BR,1571631934,74,-3.9,-38.39,79.0,10.29
Terekli-Mekteb,0,RU,1571631935,82,44.16,45.87,53.51,7.47
Ancud,75,CL,1571631935,93,-41.87,-73.83,41.0,5.82
Broken Hill,0,AU,1571631935,17,-31.97,141.45,77.0,10.29
Kavaratti,100,IN,1571631936,78,10.57,72.64,82.47,11.12
Tezu,100,IN,1571631936,62,27.93,96.16,69.81,0.6
Kovur,100,IN,1571631936,92,14.5,79.99,75.75,3.38
Fredericton,75,CA,1571631937,93,45.97,-66.65,42.8,4.7
Teya,20,MX,1571631411,83,21.05,-89.07,82.99,8.05
Mehamn,75,NO,1571631508,80,71.03,27.85,37.4,17.22
Cangzhou,0,CN,1571631937,28,38.3,116.85,68.9,5.44
Yeppoon,40,AU,1571631938,42,-23.13,150.74,82.4,14.99
Sao Joao Evangelista,77,BR,1571631938,96,-18.55,-42.76,66.34,9.26
Sibut,100,CF,1571631938,99,5.73,19.09,69.51,1.77
Meadow Lake,91,CA,1571631939,82,54.13,-108.44,33.62,2.75
Gerash,0,IR,1571631939,60,27.67,54.14,69.8,1.92
Udachnyy,0,RU,1571631940,92,66.42,112.4,8.6,2.24
Osakarovka,0,KZ,1571631556,75,50.56,72.58,20.76,6.26
Coquimbo,0,CL,1571631497,71,-29.95,-71.34,53.01,11.52
Ugoofaaru,100,MV,1571631940,76,5.67,73.0,80.88,10.36
Bereda,40,ES,1571631941,100,43.27,-7.54,48.99,1.9
Nam Dinh,75,VN,1571631941,67,20.42,106.17,83.3,2.53
Svencionys,100,LT,1571631941,95,55.15,26.17,51.35,4.97
Nemuro,20,JP,1571631562,55,43.32,145.57,60.8,4.7
Eydhafushi,100,MV,1571631942,82,5.1,73.07,79.91,9.62
Biltine,95,TD,1571631942,59,14.53,20.93,82.0,4.68
Navolato,5,MX,1571631943,78,24.76,-107.7,79.0,8.5
Kaeo,0,NZ,1571631943,69,-35.1,173.78,66.0,11.79
Malindi,75,KE,1571631943,94,-3.22,40.12,75.2,6.38
Dicabisagan,41,PH,1571631944,76,17.08,122.42,82.65,4.29
Kuba-Taba,0,RU,1571631944,93,43.78,43.44,46.0,2.24
Mitzic,58,GA,1571631945,99,0.78,11.55,64.61,1.25
Oistins,20,BB,1571631945,88,13.07,-59.53,77.0,4.7
Manavalakurichi,90,IN,1571631945,88,8.13,77.3,78.8,9.17
Lazaro Cardenas,5,MX,1571631508,52,28.39,-105.62,66.2,6.93
Humboldt,92,CA,1571631946,71,52.21,-105.12,36.24,4.9
Coaticook,1,CA,1571631946,93,45.13,-71.8,42.8,4.7
Camara de Lobos,40,PT,1571631946,59,32.63,-16.97,66.2,9.17
Maraa,53,BR,1571631947,96,-1.83,-65.37,73.61,2.19
Port Hedland,16,AU,1571631947,16,-20.31,118.58,104.0,12.75
Lata,2,IN,1571631947,40,30.78,78.62,32.72,2.59
Alexandria,0,RO,1571631948,93,43.97,25.33,44.01,5.75
Bani Walid,0,LY,1571631948,70,31.76,14.0,63.26,8.66
Tevriz,78,RU,1571631948,57,57.51,72.4,24.71,10.33
Conde,47,BR,1571631949,98,-11.81,-37.61,70.16,3.69
Tecolutla,90,MX,1571631949,97,17.31,-98.74,62.13,5.08
Dauriya,0,RU,1571631949,37,49.93,116.85,36.51,21.79
Erenhot,13,CN,1571631950,21,43.65,111.97,50.86,14.29
Ponta Delgada,40,PT,1571631950,72,37.73,-25.67,60.8,8.05
Arona,75,IT,1571631565,100,45.76,8.56,62.6,10.29
Grindavik,90,IS,1571631951,93,63.84,-22.43,42.8,18.34
Yellandu,99,IN,1571631951,87,17.59,80.32,76.74,4.61
Kyabe,100,TD,1571631951,92,9.45,18.94,71.85,2.64
Mangrol,20,IN,1571631952,78,25.33,76.51,78.8,3.76
Saint-Francois,75,FR,1571631952,93,46.42,3.91,53.6,3.89
Shubarshi,66,KZ,1571631953,60,48.59,57.19,31.19,9.8
Ajdabiya,91,LY,1571631953,78,30.75,20.22,72.93,12.24
Asti,90,IT,1571631953,100,44.9,8.21,63.0,6.93
Codrington,0,AU,1571631954,38,-28.95,153.24,75.2,16.11
Egvekinot,100,RU,1571631954,80,66.32,-179.17,14.99,13.04
Kambove,39,CD,1571631954,83,-10.88,26.6,60.45,3.22
Pingdingshan,84,CN,1571631954,41,33.74,113.3,71.47,5.55
Tselinnoye,0,UA,1571631955,83,45.9,34.18,56.19,6.87
Montepuez,0,MZ,1571631955,81,-13.13,39.0,71.9,4.36
Khorixas,0,NA,1571631955,27,-20.37,14.96,73.59,2.68
Voyvozh,100,RU,1571631956,99,62.89,54.96,34.16,3.71
Nabire,94,ID,1571631956,81,-3.36,135.5,81.28,0.78
Sao Borja,100,BR,1571631956,95,-28.66,-56.0,59.64,8.63
Krasnyy Kut,0,RU,1571631957,86,47.1,40.67,50.52,8.41
Salinopolis,100,BR,1571631957,82,-0.61,-47.36,81.23,13.13
Ler,75,NO,1571631957,93,63.2,10.3,41.0,10.29
Mizan Teferi,70,ET,1571631958,93,6.99,35.58,60.47,3.31
Kaduy,90,RU,1571631958,100,59.2,37.15,46.4,6.71
Noumea,25,NC,1571631958,40,-22.28,166.46,86.0,12.75
Qasigiannguit,45,GL,1571631545,62,68.82,-51.19,19.4,2.24
Cileungsi,0,ID,1571631959,22,-6.76,106.88,99.0,19.46
Xingyi,99,CN,1571631960,82,24.19,102.82,62.51,6.22
Francistown,0,BW,1571631960,32,-21.17,27.5,68.0,4.7
Sadovoye,0,RU,1571631961,83,47.78,44.52,48.75,5.91
Hutchinson,1,US,1571631961,32,38.06,-97.93,57.99,20.8
Tabou,84,CI,1571631962,97,4.42,-7.36,74.13,3.15
Gorontalo,50,ID,1571631962,66,0.54,123.06,85.85,12.55
Eagle,90,US,1571631963,61,43.7,-116.35,48.2,4.7
Vestmannaeyjar,100,IS,1571631963,89,63.44,-20.27,46.94,18.5
Talara,9,PE,1571631963,88,-4.58,-81.27,64.7,18.52
Broome,100,GB,1571631964,87,52.47,1.45,55.0,10.29
Gizo,20,IL,1571631487,77,31.8,34.94,69.8,4.7
Ginda,0,IN,1571631964,64,30.69,78.49,71.6,1.36
Turbat,0,PK,1571631964,46,26.0,63.05,80.38,1.83
Tahe,99,CN,1571631965,57,52.34,124.71,34.41,12.91
Gualaquiza,98,EC,1571631965,95,-3.4,-78.58,48.18,2.8
Pacifica,1,US,1571631965,72,37.61,-122.49,62.6,19.46
Thongwa,40,MM,1571631966,70,16.76,96.52,87.8,8.05
Qaqortoq,0,GL,1571631966,19,60.72,-46.03,48.2,20.8
Buraydah,20,SA,1571631516,37,26.33,43.97,69.8,3.36
Oktyabrskiy,100,RU,1571631967,81,55.61,37.97,53.6,2.24
Rangoon,40,MM,1571631967,70,16.81,96.16,87.8,8.05
Turayf,0,SA,1571631968,77,31.68,38.65,59.0,6.93
Kieta,22,PG,1571631564,69,-6.22,155.63,84.3,5.17
Krasnoznamensk,93,RU,1571631968,92,54.94,22.49,52.1,1.12
Aranzazu,40,CO,1571631968,100,5.27,-75.49,68.0,4.7
Tiarei,75,PF,1571631969,78,-17.53,-149.33,82.0,6.93
Jackson,75,US,1571631969,74,43.48,-110.76,30.2,12.75
Taltal,0,CL,1571631969,73,-25.41,-70.49,52.16,3.89
Maceio,0,BR,1571631970,94,-9.67,-35.74,71.6,5.82
Muros,90,ES,1571631970,100,42.77,-9.06,50.0,1.12
Kurilsk,68,RU,1571631970,86,45.23,147.88,51.4,9.26
Avera,1,US,1571631971,100,33.19,-82.53,64.4,3.36
Bethanien,0,NA,1571631971,33,-26.5,17.16,60.76,6.49
Nicoya,90,CR,1571631585,94,10.15,-85.45,75.2,6.93
Cervo,4,BR,1571631972,86,-22.19,-46.24,63.01,3.09
Acajutla,87,SV,1571631972,75,13.59,-89.83,83.12,3.89
Khatanga,100,RU,1571631973,94,71.98,102.47,19.63,15.21
Abu Kamal,0,SY,1571631973,63,34.45,40.92,64.29,5.5
La Reforma,5,MX,1571631973,78,25.08,-108.06,79.0,16.69
Mackay,90,CA,1571631974,55,53.65,-115.58,37.4,4.7
Progreso,0,UY,1571631974,76,-34.68,-56.22,59.0,8.05
Harbour Breton,6,CA,1571631974,2,47.48,-55.8,46.99,4.0
Antalaha,4,MG,1571631975,90,-14.9,50.28,63.12,3.4
Rome,0,IT,1571631975,82,41.89,12.48,64.99,2.24
Kangaatsiaq,58,GL,1571631975,74,68.31,-53.46,28.23,13.33
Cortland,1,US,1571631976,100,42.6,-76.18,46.99,5.93
Henties Bay,0,NA,1571631976,90,-22.12,14.28,60.01,5.99
The Valley,20,AI,1571631977,78,18.22,-63.06,82.4,5.82
Pangody,94,RU,1571631977,89,65.85,74.49,26.07,10.8
Chimbote,69,PE,1571631978,89,-9.08,-78.59,61.1,15.03
Seka,46,ET,1571631978,97,7.6,36.72,54.15,1.32
Folkestone,1,US,1571631978,100,34.1,-80.94,62.6,3.36
Abdanan,95,IR,1571631978,53,32.99,47.42,61.84,4.88
Idaho Falls,1,US,1571631979,59,43.49,-112.04,37.4,18.34
